6400
1	-3.0	-3.0
2	-2.925	-3.0
3	-2.85	-3.0
4	-2.775	-3.0
5	-2.7	-3.0
6	-2.625	-3.0
7	-2.55	-3.0
8	-2.475	-3.0
9	-2.4	-3.0
10	-2.325	-3.0
11	-2.25	-3.0
12	-2.175	-3.0
13	-2.1	-3.0
14	-2.025	-3.0
15	-1.95	-3.0
16	-1.875	-3.0
17	-1.8	-3.0
18	-1.725	-3.0
19	-1.6500000000000001	-3.0
20	-1.575	-3.0
21	-1.5	-3.0
22	-1.425	-3.0
23	-1.35	-3.0
24	-1.2750000000000001	-3.0
25	-1.2000000000000002	-3.0
26	-1.125	-3.0
27	-1.05	-3.0
28	-0.9750000000000001	-3.0
29	-0.8999999999999999	-3.0
30	-0.8250000000000002	-3.0
31	-0.75	-3.0
32	-0.6750000000000003	-3.0
33	-0.6000000000000001	-3.0
34	-0.5249999999999999	-3.0
35	-0.4500000000000002	-3.0
36	-0.375	-3.0
37	-0.30000000000000027	-3.0
38	-0.2250000000000001	-3.0
39	-0.1499999999999999	-3.0
40	-0.07500000000000018	-3.0
41	0.0	-3.0
42	0.07499999999999973	-3.0
43	0.1499999999999999	-3.0
44	0.2250000000000001	-3.0
45	0.2999999999999998	-3.0
46	0.375	-3.0
47	0.44999999999999973	-3.0
48	0.5249999999999999	-3.0
49	0.5999999999999996	-3.0
50	0.6749999999999998	-3.0
51	0.75	-3.0
52	0.8249999999999997	-3.0
53	0.8999999999999999	-3.0
54	0.9749999999999996	-3.0
55	1.0499999999999998	-3.0
56	1.125	-3.0
57	1.2000000000000002	-3.0
58	1.2749999999999995	-3.0
59	1.3499999999999996	-3.0
60	1.4249999999999998	-3.0
61	1.5	-3.0
62	1.5750000000000002	-3.0
63	1.6499999999999995	-3.0
64	1.7249999999999996	-3.0
65	1.7999999999999998	-3.0
66	1.875	-3.0
67	1.9500000000000002	-3.0
68	2.0249999999999995	-3.0
69	2.0999999999999996	-3.0
70	2.175	-3.0
71	2.25	-3.0
72	2.325	-3.0
73	2.3999999999999995	-3.0
74	2.4749999999999996	-3.0
75	2.55	-3.0
76	2.625	-3.0
77	2.7	-3.0
78	2.7749999999999995	-3.0
79	2.8499999999999996	-3.0
80	2.925	-3.0
81	-3.0	-2.925
82	-2.925	-2.925
83	-2.85	-2.925
84	-2.775	-2.925
85	-2.7	-2.925
86	-2.625	-2.925
87	-2.55	-2.925
88	-2.475	-2.925
89	-2.4	-2.925
90	-2.325	-2.925
91	-2.25	-2.925
92	-2.175	-2.925
93	-2.1	-2.925
94	-2.025	-2.925
95	-1.95	-2.925
96	-1.875	-2.925
97	-1.8	-2.925
98	-1.725	-2.925
99	-1.6500000000000001	-2.925
100	-1.575	-2.925
101	-1.5	-2.925
102	-1.425	-2.925
103	-1.35	-2.925
104	-1.2750000000000001	-2.925
105	-1.2000000000000002	-2.925
106	-1.125	-2.925
107	-1.05	-2.925
108	-0.9750000000000001	-2.925
109	-0.8999999999999999	-2.925
110	-0.8250000000000002	-2.925
111	-0.75	-2.925
112	-0.6750000000000003	-2.925
113	-0.6000000000000001	-2.925
114	-0.5249999999999999	-2.925
115	-0.4500000000000002	-2.925
116	-0.375	-2.925
117	-0.30000000000000027	-2.925
118	-0.2250000000000001	-2.925
119	-0.1499999999999999	-2.925
120	-0.07500000000000018	-2.925
121	0.0	-2.925
122	0.07499999999999973	-2.925
123	0.1499999999999999	-2.925
124	0.2250000000000001	-2.925
125	0.2999999999999998	-2.925
126	0.375	-2.925
127	0.44999999999999973	-2.925
128	0.5249999999999999	-2.925
129	0.5999999999999996	-2.925
130	0.6749999999999998	-2.925
131	0.75	-2.925
132	0.8249999999999997	-2.925
133	0.8999999999999999	-2.925
134	0.9749999999999996	-2.925
135	1.0499999999999998	-2.925
136	1.125	-2.925
137	1.2000000000000002	-2.925
138	1.2749999999999995	-2.925
139	1.3499999999999996	-2.925
140	1.4249999999999998	-2.925
141	1.5	-2.925
142	1.5750000000000002	-2.925
143	1.6499999999999995	-2.925
144	1.7249999999999996	-2.925
145	1.7999999999999998	-2.925
146	1.875	-2.925
147	1.9500000000000002	-2.925
148	2.0249999999999995	-2.925
149	2.0999999999999996	-2.925
150	2.175	-2.925
151	2.25	-2.925
152	2.325	-2.925
153	2.3999999999999995	-2.925
154	2.4749999999999996	-2.925
155	2.55	-2.925
156	2.625	-2.925
157	2.7	-2.925
158	2.7749999999999995	-2.925
159	2.8499999999999996	-2.925
160	2.925	-2.925
161	-3.0	-2.85
162	-2.925	-2.85
163	-2.85	-2.85
164	-2.775	-2.85
165	-2.7	-2.85
166	-2.625	-2.85
167	-2.55	-2.85
168	-2.475	-2.85
169	-2.4	-2.85
